VEGA_similarity	sig_id
0.27963832805172684	CPC007_A549_24H:BRD-K13665914-001-06-2:10
0.05363354102444806	CPC018_A549_24H:BRD-K25906698-303-01-9:10
0.12603803066879138	REP.A017_A549_24H:N01
0.6090589161941482	CPC017_A549_24H:BRD-K62206109-303-01-1:10
0.6070819639211725	LKCP002_A549_24H:G07
0.2601831710820345	LJP009_A549_24H:K19
0.7271801479459791	CPC006_A549_24H:BRD-K54233340-300-01-0:10
0.7736401553995343	CPC012_A549_24H:BRD-K76052538-001-01-4:10
0.9205026261336182	CPC016_A549_24H:BRD-K92015269-001-01-6:10
0.584937498678237	CPC018_A549_24H:BRD-K34034388-300-01-0:10
0.7794233641475729	CPC018_A549_24H:BRD-K50135270-001-01-9:10
0.7530996797716337	REP.A019_A549_24H:B13
0.2578090484671929	CPC016_A549_24H:BRD-K19309090-300-03-0:10
0.31022592793765935	CPC012_A549_24H:BRD-K48924007-004-01-5:10
0.47848239575287144	CPC016_A549_24H:BRD-K23335153-300-01-7:10
0.019038967529248496	CPC018_A549_24H:BRD-K08996725-313-01-7:10
0.29739777315772353	CPC018_A549_24H:BRD-K77171813-050-01-4:10
0.47388287334423795	CPC016_A549_24H:BRD-K45479396-103-01-2:10
0.10806929528114373	LJP009_A549_24H:O13
0.12627588777512544	CPC005_A549_24H:BRD-K80451230-051-01-8:10
0.46323673573734114	CPC012_A549_24H:BRD-K71574320-300-01-0:10
0.7309650315859312	CPC009_A549_24H:BRD-K14171663-001-04-8:10
0.8337489309206831	CPC016_A549_24H:BRD-K83322645-103-01-6:10
0.5463138975047486	PBIOA021_A549_24H:P19
0.4747489875467311	REP.A014_A549_24H:L07
0.3842805684597552	CPC005_A549_24H:BRD-K47936004-003-04-9:10
0.19294899243760621	CPC009_A549_24H:BRD-K75477256-001-01-4:10
0.1465620028143647	CPC017_A549_24H:BRD-K50325075-001-01-3:10
0.7918964516618081	PBIOA021_A549_24H:M13
0.4650066322123362	CPC012_A549_24H:BRD-K08307026-001-01-4:10
0.7903202454797547	PBIOA022_A549_24H:E13
0.7040830359006297	CPC009_A549_24H:BRD-K99146421-019-01-9:10
0.19389591438337883	CPC009_A549_24H:BRD-A83706824-019-01-3:10
0.5103072642112257	CPC009_A549_24H:BRD-A69421747-019-01-1:10
0.4440166304226807	CPC009_A549_24H:BRD-K22449070-019-01-3:10
0.42387350609069674	CPC010_A549_24H:BRD-K46645809-001-06-3:10
0.5425710492038138	CPC010_A549_24H:BRD-K50532160-001-04-4:10
0.9820819010754379	CPC010_A549_24H:BRD-K51140856-001-05-1:10
0.8129005976707453	CPC007_A549_24H:BRD-K81751891-001-05-6:10
0.9037124316303916	CPC007_A549_24H:BRD-K70693222-001-08-7:10
0.029639583176037543	CPC007_A549_24H:BRD-K80126354-001-04-5:10
0.14033636679250594	CPC007_A549_24H:BRD-K28366444-001-04-4:10
0.0847636602245635	CPC010_A549_24H:BRD-K92932331-001-04-0:10
0.26323100506527664	CPC007_A549_24H:BRD-K04779531-001-05-7:10
0.4418924919666505	CPC007_A549_24H:BRD-K07668032-001-07-9:10
0.6420532476558896	CPC005_A549_24H:BRD-K43796186-001-01-1:10
0.500831266286602	CPC009_A549_24H:BRD-K00624509-001-01-6:10
0.9031839149131398	CPC015_A549_24H:BRD-A23683907-334-01-0:10
0.9398559588938638	CPC018_A549_24H:BRD-K54142781-003-02-7:10
0.1635209511974589	LUNG001_A549_24H:BRD-K37846922:10
0.852912920264785	REP.A017_A549_24H:E13
0.481722204013301	CPC010_A549_24H:BRD-K19027210-001-04-5:10
0.4533294713173843	CPC010_A549_24H:BRD-K32795028-001-10-9:10
0.7849393484845681	CPC015_A549_24H:BRD-K49519092-303-01-4:10
0.09314050904487658	CPC009_A549_24H:BRD-K71142328-001-03-8:10
0.8824931274191465	LKCP002_A549_24H:C01
0.6708633545476147	CPC013_A549_24H:BRD-K54573313-001-01-6:10
0.8752616076579979	CPC007_A549_24H:BRD-K40758391-001-06-4:10
0.9944775777076228	CPC013_A549_24H:BRD-A57300602-001-01-3:10
0.5180044523572533	CPC005_A549_24H:BRD-A47065382-001-02-9:10
0.09326219790892898	CPC012_A549_24H:BRD-K56392985-001-01-6:10
0.1665238629308865	CPC013_A549_24H:BRD-A95820578-001-01-4:10
0.32361824255430993	CPC007_A549_24H:BRD-K01578344-001-07-9:10
0.10355294213470956	DOSBIO002_A549_24H:BRD-K02882069:10.0786
0.8153418261377698	DOSVAL002_A549_24H:BRD-K29799191:10
0.29686785103276847	CPC016_A549_24H:BRD-K38449220-001-03-8:10
0.9758861880198653	CPC005_A549_24H:BRD-K42142750-001-04-9:10
0.7025914319318557	CPC011_A549_24H:BRD-K22227508-015-03-9:10
0.17343037025555763	LJP006_A549_24H:C07
0.4760426469439403	LJP009_A549_24H:F01
0.4668842216333211	REP.A020_A549_24H:I07
0.49251165833363386	CPC006_A549_24H:BRD-K90735586-001-07-4:10
0.5356911706429356	CPC006_A549_24H:BRD-K01638814-051-10-1:10
0.03117308231773086	CPC018_A549_24H:BRD-M62162320-103-01-1:10
0.6863011257436235	LJP009_A549_24H:K13
0.48719177528844326	CPC014_A549_24H:BRD-K77286328-001-02-9:10
0.790965398868699	CPC005_A549_24H:BRD-A52660433-066-01-3:10
0.8153495732604306	CPC017_A549_24H:BRD-K73397362-001-01-7:10
0.23053512199171744	LJP009_A549_24H:N13
0.0484229464267778	CPC013_A549_24H:BRD-K29699988-001-01-5:10
0.7032338561123226	CPC007_A549_24H:BRD-K22006123-001-05-7:10
0.9777627884638743	CPC018_A549_24H:BRD-K15519488-001-01-6:10
0.44665798658090106	CPC018_A549_24H:BRD-K36638830-001-02-2:10
0.2596128095935958	CPC005_A549_24H:BRD-K55430733-003-01-6:10
0.15667189458348096	PCLB001_A549_24H:BRD-K65389993-001-07-8:10
0.28744559739058506	CPC015_A549_24H:BRD-K57718010-001-08-5:10
0.3279195513714498	LJP005_A549_24H:E13
0.4238747434344645	CPC012_A549_24H:BRD-A51777634-001-01-0:10
0.6554071232145865	CPC009_A549_24H:BRD-K59705555-001-01-6:10
0.27316305608022706	LJP008_A549_24H:E07
0.05097676346867597	LJP008_A549_24H:P01
0.3732786115727196	CPC006_A549_24H:BRD-K04853698-003-01-4:10
0.8556296161590757	CPC015_A549_24H:BRD-K77925998-050-06-9:10
0.4983515108518838	LKCP002_A549_24H:H13
0.9647837577454098	CPC015_A549_24H:BRD-A46393198-003-10-9:10
0.5036215310887318	REP.A023_A549_24H:O19
0.2758988169218478	CPC015_A549_24H:BRD-K13819402-003-06-0:10
0.19331399724521459	CPC005_A549_24H:BRD-A28856712-003-15-3:10
0.6945244967855764	CPC005_A549_24H:BRD-K55344148-003-01-8:10
0.5363812857774364	CPC017_A549_24H:BRD-K11696279-003-01-5:10
0.6039989289954415	CPC005_A549_24H:BRD-K56115039-003-01-3:10
0.7551267893341311	CPC011_A549_24H:BRD-A24543851-001-04-0:10
0.7259034642648929	CPC005_A549_24H:BRD-A60583491-300-02-7:10
0.04336330016822698	LJP009_A549_24H:I01
0.8025719052950282	LJP009_A549_24H:B07
0.5327033070517114	CPC010_A549_24H:BRD-K32696739-001-16-6:10
0.39170853081477264	CPC009_A549_24H:BRD-K09902564-019-01-1:10
0.5375194262680704	CPC012_A549_24H:BRD-K18855837-046-01-4:10
0.612451448457325	CPC017_A549_24H:BRD-K54704028-001-01-3:10
0.14950630987379698	CPC016_A549_24H:BRD-K95676198-001-02-6:10
0.417415395326445	CPC010_A549_24H:BRD-K86565213-001-04-9:10
0.3355862101881838	LKCP002_A549_24H:F16
0.3504089448180384	LKCP002_A549_24H:F01
0.09133493840730822	LUNG001_A549_24H:BRD-A45664787:10
0.1598434880002304	CPC016_A549_24H:BRD-K63792901-075-01-3:10
0.16183206758622137	CPC017_A549_24H:BRD-A22707317-001-02-5:10
0.3732247432216478	REP.A003_A549_24H:K01
0.8944915448747915	CPC011_A549_24H:BRD-K37270826-001-20-1:10
0.20602737192094267	CPC014_A549_24H:BRD-A96799240-001-01-7:10
0.41619250767480453	CPC014_A549_24H:BRD-K76723084-001-15-8:10
0.3116094152991379	PBIOA016_A549_24H:C13
0.7873833125513381	CPC014_A549_24H:BRD-K71879491-001-22-6:10
0.05012643232081615	CPC015_A549_24H:BRD-A02176148-001-02-2:10
0.1965433955358904	CPC010_A549_24H:BRD-A75769826-311-05-1:10
0.21064154235479438	CPC016_A549_24H:BRD-K45401373-001-04-3:10
0.9929628003132313	REP.A013_A549_24H:B13
0.5707750179663036	REP.A002_A549_24H:G19
0.13895826438351822	CPC011_A549_24H:BRD-M47793593-001-04-3:10
0.27219913927656547	CPC018_A549_24H:BRD-K03842655-001-02-1:10
0.16782209412292426	CPC015_A549_24H:BRD-A37817666-001-02-2:10
0.12460456961944799	PBIOA018_A549_24H:B13
0.7971820284078925	REP.A019_A549_24H:M07
0.49575262866035485	CPC005_A549_24H:BRD-A83431637-001-01-3:10
0.6312101368487814	CPC015_A549_24H:BRD-K28168037-001-01-3:10
0.33125124699199604	CPC016_A549_24H:BRD-K06926592-001-01-7:10
0.5536950860673294	CPC014_A549_24H:BRD-K75181824-001-03-1:10
0.2575690325236971	CPC014_A549_24H:BRD-K24656285-001-03-6:10
0.3080362749282348	CPC018_A549_24H:BRD-K63089472-001-03-5:10
0.652237944366733	CPC016_A549_24H:BRD-K96402602-001-01-8:10
0.15035012591923025	CPC018_A549_24H:BRD-K85013741-001-05-9:10
0.6172218591674619	CPC017_A549_24H:BRD-A65550283-001-01-9:10
0.8522348164231273	CPC018_A549_24H:BRD-K26429091-051-01-9:10
0.12042322618076906	CPC013_A549_24H:BRD-K18163752-001-01-9:10
0.897461280569979	CPC014_A549_24H:BRD-K13927029-001-01-9:10
0.07944568029889498	CPC018_A549_24H:BRD-K07117950-001-02-6:10
0.348909226955873	LJP008_A549_24H:N13
0.6105093152379946	CPC017_A549_24H:BRD-K68246049-001-01-4:10
0.5594147601185369	CPC010_A549_24H:BRD-K82034465-001-03-7:10
0.09639107249443346	CPC007_A549_24H:BRD-K54018158-001-02-8:10
0.7989131677858531	CPC007_A549_24H:BRD-K35100517-001-03-2:10
0.9731532931452528	CPC010_A549_24H:BRD-K04363266-001-06-9:10
0.1812282891837701	CPC007_A549_24H:BRD-K10355322-001-06-9:10
0.8951309698154628	CPC010_A549_24H:BRD-K15440898-001-02-7:10
0.5568094421117505	CPC016_A549_24H:BRD-A30655177-001-06-6:10
0.9359337712453274	ERAM001_A549_24H:BRD-A42699921:10
0.1760859584167611	CPC007_A549_24H:BRD-K05153001-001-05-5:10
0.7920213931794245	CPC005_A549_24H:BRD-A26787626-001-02-9:10
0.05978157544533114	CPC016_A549_24H:BRD-A10420615-001-03-6:10
0.8831964468027265	LUNG001_A549_24H:BRD-A38878059:10
0.6741594221996337	REP.A026_A549_24H:O13
0.37025478392243005	CPC005_A549_24H:BRD-A24514565-001-04-8:10
0.19046682349785016	LKCP002_A549_24H:G01
0.8165330985672048	CPC011_A549_24H:BRD-K66818636-001-04-5:10
0.6032413213948116	LUNG001_A549_24H:BRD-K25991148:10
0.3604158529480014	CPC015_A549_24H:BRD-K45117373-001-01-1:10
0.44383582480251627	CPC015_A549_24H:BRD-K42679050-001-01-3:10
0.8265426560723765	PBIOA014_A549_24H:D01
0.3389271933568677	CPC013_A549_24H:BRD-K89843224-001-01-0:10
0.0896326781099287	REP.A012_A549_24H:D01
0.9112821722034727	CPC009_A549_24H:BRD-K82312777-001-03-0:10
0.3873437396580346	CPC009_A549_24H:BRD-K08325710-001-01-7:10
0.3483875111152135	REP.A014_A549_24H:L19
0.20439961887593938	LUNG001_A549_24H:BRD-A76019558:10
0.8974225712283456	REP.A020_A549_24H:D19
0.21750533368783387	CPC018_A549_24H:BRD-K97019106-005-01-1:10
0.6366728680013837	DOSBIO002_A549_24H:BRD-K32301393:10.2919
0.8807650116081029	REP.A010_A549_24H:G19
0.0349136146032174	CPC007_A549_24H:BRD-A43126523-001-06-4:10
0.8287917053001957	CPC016_A549_24H:BRD-A96882008-001-01-3:10
0.4105994216897745	CPC007_A549_24H:BRD-A54194844-001-02-9:10
0.6579745752652119	CPC010_A549_24H:BRD-A54632525-001-03-2:10
0.37240456322555393	CPC007_A549_24H:BRD-A24021119-001-06-0:10
0.6955162563474939	LUNG001_A549_24H:BRD-A67748489:10
0.25429491455769915	REP.A022_A549_24H:E01
0.021930542435396272	REP.A022_A549_24H:J07
0.9477875147879535	CPC011_A549_24H:BRD-K04710043-001-14-5:10
0.016367764040082777	CPC012_A549_24H:BRD-K24031526-001-01-5:10
0.8240992896335071	CPC010_A549_24H:BRD-K71029018-001-02-4:10
0.1691375933224738	CPC018_A549_24H:BRD-M41783010-238-01-9:10
0.3922202286020279	CPC017_A549_24H:BRD-K67013324-001-01-5:10
0.8224923765060558	CPC018_A549_24H:BRD-K73700643-001-04-7:10
0.20593215031234535	CPC012_A549_24H:BRD-K22828899-001-01-5:10
0.8657076055250358	LKCP001_A549_24H:L13
0.4977589391019014	CPC011_A549_24H:BRD-K66876909-001-07-6:10
0.36615346271727656	LKCP001_A549_24H:E04
0.6624377467363362	CPC010_A549_24H:BRD-K53445087-001-03-8:10
0.3413897219809575	CPC005_A549_24H:BRD-K52512893-001-03-0:10
0.347288358996357	CPC014_A549_24H:BRD-K79437791-001-03-2:10
0.7335263909383032	PCLB001_A549_24H:BRD-K91338578-001-01-9:10
0.30983222453910786	PCLB001_A549_24H:BRD-K90370028-001-01-9:10
0.2007726483544251	PCLB001_A549_24H:BRD-K19326298-001-02-0:10
0.8076461279965721	REP.A018_A549_24H:O13
0.8053710337272317	PCLB003_A549_24H:BRD-K85133207-001-01-1:10
0.4975857037068693	CPC007_A549_24H:BRD-K84855052-001-04-0:10
0.5266556161629551	CPC012_A549_24H:BRD-K49403449-001-01-1:10
0.6960766257676386	REP.A009_A549_24H:M13
0.5092742917624334	PCL001_A549_24H:BRD-K10361096:10
0.4170399589692325	CPC010_A549_24H:BRD-K96213252-001-04-6:10
0.9948941932967458	LUNG001_A549_24H:BRD-K05977823:10
0.14764042785255893	CPC013_A549_24H:BRD-K16925374-001-01-1:10
0.5927279792398606	REP.A013_A549_24H:J19
0.8858630260756603	CPC013_A549_24H:BRD-K82164249-001-01-9:10
0.6872150411811148	CPC012_A549_24H:BRD-K14842454-001-01-3:10
0.8809232990882384	REP.A005_A549_24H:N13
0.3363347203546726	MOA001_A549_24H:M07
0.2719929762602392	LKCP001_A549_24H:A22
0.8512723869021047	MOA001_A549_24H:G17
0.39411457618546053	PCLB003_A549_24H:BRD-K64024097-001-02-8:10
0.7096823230573113	CPC007_A549_24H:BRD-K07790824-001-03-2:10
0.14774857841411426	CPC010_A549_24H:BRD-K96194181-001-02-8:10
0.7558381253766747	CPC009_A549_24H:BRD-K92559570-001-03-3:10
0.5489826490248694	CPC013_A549_24H:BRD-K61217870-001-01-6:10
0.2686116399104609	CPC012_A549_24H:BRD-K98991361-001-01-9:10
0.49450396395890506	ASG003_A549_24H:N16
0.6969436258397035	REP.A020_A549_24H:B13
0.011886408847383678	CPC007_A549_24H:BRD-K60202068-001-05-2:10
0.6374670588141295	LJP005_A549_24H:K13
0.5415907782732744	CPC019_A549_24H:BRD-K37549600-001-01-0:10
0.2202861677467326	REP.A009_A549_24H:P01
0.7529810739761967	REP.A013_A549_24H:M19
0.30346098463320115	CPC007_A549_24H:BRD-K08857385-001-04-7:10
0.27686093154656477	CPC009_A549_24H:BRD-K49477212-019-01-2:10
0.4712183489993227	CPC009_A549_24H:BRD-K14939371-019-01-9:10
0.6761496784223647	CPC009_A549_24H:BRD-K18724229-019-01-5:10
0.9288459758762544	CPC011_A549_24H:BRD-A84134924-004-07-5:10
0.14135724313210396	CPC006_A549_24H:BRD-A70449690-001-01-4:10
0.39646812075173365	CPC017_A549_24H:BRD-A23723433-001-01-2:10
0.06698959251262993	CPC007_A549_24H:BRD-A74983348-001-05-5:10
0.7585507474717424	CPC015_A549_24H:BRD-A23226398-001-04-3:10
0.4477328896813607	CPC011_A549_24H:BRD-K81855038-003-08-9:10
0.7069291351881851	CPC015_A549_24H:BRD-A01643550-001-03-1:10
0.3221944239762873	REP.A016_A549_24H:G19
0.8443172414063235	CPC017_A549_24H:BRD-A54487287-001-03-9:10
0.5348280782401147	CPC005_A549_24H:BRD-A65767837-001-03-6:10
0.9436078218236551	CPC005_A549_24H:BRD-A38749782-001-03-3:10
0.0788146391440342	CPC017_A549_24H:BRD-K29173907-001-03-5:10
0.5142768245420744	CPC005_A549_24H:BRD-A30717181-001-03-5:10
0.7664552459976987	CPC005_A549_24H:BRD-A15297126-001-03-5:10
0.6001526480736147	CPC015_A549_24H:BRD-A36010170-001-03-2:10
0.023194140426842758	CPC015_A549_24H:BRD-A75402480-001-03-8:10
0.9723386783438808	CPC017_A549_24H:BRD-K51751936-001-03-4:10
0.2982636930758984	DPK.CP001_A549_24H:BRD-K57886322:10
0.24927786636638205	CPC015_A549_24H:BRD-K45033733-001-05-6:10
0.4856598756065795	CPC018_A549_24H:BRD-A79314293-001-01-2:10
0.5421581075233489	CPC014_A549_24H:BRD-K65331431-001-04-7:10
0.7662881375898254	CPC017_A549_24H:BRD-K64402243-001-01-1:10
0.39327365765898914	CPC018_A549_24H:BRD-K17693482-001-03-9:10
0.4399603764622122	CPC017_A549_24H:BRD-K40919711-001-02-4:10
0.534959915933831	ASG003_A549_24H:I16
0.39438709974164066	CPC018_A549_24H:BRD-A84189516-001-01-2:10
0.914548079101156	REP.A009_A549_24H:H19
0.8512519666342522	PBIOA018_A549_24H:E19
0.4549736950778783	CPC005_A549_24H:BRD-A02713983-001-02-0:10
0.00019486233731713654	CPC005_A549_24H:BRD-A52326238-001-02-3:10
0.9009344955292806	REP.A015_A549_24H:I13
0.12433657343946525	CPC015_A549_24H:BRD-A01593789-001-02-3:10
0.2445124151940462	CPC018_A549_24H:BRD-K27351809-001-02-0:10
0.1523612843653982	DPK.CP001_A549_24H:BRD-K19507340:10
0.17981556998102377	CPC015_A549_24H:BRD-A39290993-001-03-2:10
0.8028775378898347	REP.A011_A549_24H:H13
0.5795014416659242	DPK.CP001_A549_24H:BRD-K30577245:10
0.9560951631253485	REP.A002_A549_24H:C13
0.23145351232371647	CPC016_A549_24H:BRD-K96527333-001-03-4:10
0.485634908131234	CPC015_A549_24H:BRD-A55416093-001-03-1:10
0.97742836908247	DPK.CP001_A549_24H:BRD-K77830450:10
0.8264435142747697	CPC018_A549_24H:BRD-K09602097-001-04-5:10
0.7286156791204911	CPC014_A549_24H:BRD-K61341215-004-01-2:10
0.18897520137079193	CPC010_A549_24H:BRD-K20168442-004-04-8:10
0.7694054009097161	CPC005_A549_24H:BRD-A09349126-001-06-5:10
0.34756512259591776	CPC013_A549_24H:BRD-K42125900-001-01-9:10
0.5305368970467577	CPC011_A549_24H:BRD-K63265447-001-05-8:10
0.6091612130395402	MOA001_A549_24H:I07
0.6093637115242541	CPC018_A549_24H:BRD-K12057390-001-02-5:10
0.7265234719135164	CPC015_A549_24H:BRD-K85603128-001-02-7:10
0.6617020926422056	REP.A023_A549_24H:F19
0.06837087931058983	CPC011_A549_24H:BRD-K96471533-001-04-1:10
0.45734702594910726	CPC007_A549_24H:BRD-K68102868-001-05-8:10
0.6640216067199792	REP.A005_A549_24H:O19
0.29599298216572867	CPC015_A549_24H:BRD-A08187463-001-03-8:10
0.3130566872163897	REP.A027_A549_24H:O07
0.12456754775461554	CPC016_A549_24H:BRD-K90027355-001-03-4:10
0.41861498597485536	CPC015_A549_24H:BRD-A35912562-001-01-0:10
0.9868304343061747	CPC005_A549_24H:BRD-A67479912-001-02-6:10
0.28531936128803737	CPC018_A549_24H:BRD-A32440707-001-01-1:10
0.5314368926860981	CPC017_A549_24H:BRD-K68620903-001-03-1:10
0.7432372527790844	CPC014_A549_24H:BRD-K43880410-001-07-8:10
0.013497270884270662	CPC011_A549_24H:BRD-K64994968-001-23-4:10
0.9004395595982989	CPC005_A549_24H:BRD-K41445866-001-03-0:10
0.3865501847249385	REP.A001_A549_24H:H19
0.8691159867109822	CPC018_A549_24H:BRD-K39356024-001-13-1:10
0.038947658899478044	CPC009_A549_24H:BRD-K95786143-001-01-1:10
0.14566355186367586	LKCP001_A549_24H:B19
0.3225294544775592	CPC013_A549_24H:BRD-K00954209-001-01-0:10
0.34546177306327874	CPC018_A549_24H:BRD-K03816923-001-06-2:10
0.8477942230280165	CPC018_A549_24H:BRD-K39256324-001-01-5:10
0.011201115388235205	PBIOA021_A549_24H:P13
0.6411117764696795	CPC007_A549_24H:BRD-K75315865-001-02-7:10
0.13131243617855026	CPC010_A549_24H:BRD-K51896917-001-02-2:10
0.8232156507110494	CPC007_A549_24H:BRD-K83589469-001-05-0:10
0.7785732659579123	CPC017_A549_24H:BRD-K16277217-001-03-4:10
0.4999210274112006	CPC010_A549_24H:BRD-K26947839-001-05-3:10
0.21268722551237518	CPC013_A549_24H:BRD-K14395638-001-01-1:10
0.6344953909655563	CPC009_A549_24H:BRD-K74447990-019-01-1:10
0.15625831765764564	CPC010_A549_24H:BRD-K05331696-001-02-4:10
0.19002379259265345	REP.A021_A549_24H:N13
0.6266899022253577	CPC016_A549_24H:BRD-A70268693-103-01-9:10
0.9912284460886244	CPC010_A549_24H:BRD-A22897758-002-02-8:10
0.8910608372525463	CPC012_A549_24H:BRD-A74771556-001-01-0:10
0.5931073576836771	CPC011_A549_24H:BRD-A43082555-236-07-0:10
0.5385367687674237	CPC011_A549_24H:BRD-A86044036-001-22-4:10
0.9983848800081085	REP.A003_A549_24H:I13
0.5473971476338937	REP.A013_A549_24H:O13
0.42011652195944393	CPC005_A549_24H:BRD-A72988804-001-03-8:10
0.9095555357753414	REP.A002_A549_24H:I13
0.23418429586928824	CPC015_A549_24H:BRD-A97739905-001-15-8:10
0.09752599029680897	CPC011_A549_24H:BRD-A24191444-338-07-1:10
0.6340900343618303	PBIOA022_A549_24H:B13
0.095849633768749	REP.A004_A549_24H:H01
0.37314853695296013	CPC005_A549_24H:BRD-K46862739-001-03-6:10
0.42357738558172053	CPC018_A549_24H:BRD-K32188552-300-01-6:10
0.5475380670492331	REP.A022_A549_24H:L07
0.9916595457479623	REP.A014_A549_24H:A07
0.22098172333318078	CPC016_A549_24H:BRD-K67100011-003-03-0:10
0.375756378506912	CPC006_A549_24H:BRD-K69328504-001-01-7:10
0.13224012441065802	CPC010_A549_24H:BRD-A72441487-001-04-0:10
0.6076135260332347	REP.A012_A549_24H:L19
0.7276731823078335	CPC012_A549_24H:BRD-K74710236-001-02-2:10
0.48207682323587886	REP.A014_A549_24H:G01
0.24583126828997104	REP.A002_A549_24H:P07
0.6208882691817477	CPC009_A549_24H:BRD-A59900482-019-01-5:10
0.5391577233688495	CPC019_A549_24H:BRD-K82230692-001-01-0:10
0.17118572340371774	REP.A001_A549_24H:E13
0.40568190050213027	ASG003_A549_24H:N10
0.43519709163519493	CPC011_A549_24H:BRD-K09963420-066-10-9:10
0.9826177537714329	CPC015_A549_24H:BRD-A83081521-001-01-5:10
0.8492858321555218	CPC018_A549_24H:BRD-K01095011-001-03-5:10
0.7343707882735938	CPC019_A549_24H:BRD-K60070073-001-02-3:10
0.8887770255029475	REP.A028_A549_24H:H07
0.735484405828715	CPC017_A549_24H:BRD-A97454584-001-02-0:10
0.9034018551257333	CPC015_A549_24H:BRD-A87606379-001-13-3:10
0.05455311487950798	CPC015_A549_24H:BRD-A42167015-003-03-7:10
0.45606620926691654	CPC017_A549_24H:BRD-A34706053-003-01-9:10
0.7468983352418336	REP.A013_A549_24H:H01
0.5832957966100135	REP.A024_A549_24H:H01
0.17516616415078667	CPC011_A549_24H:BRD-A88254928-065-02-5:10
0.34049208652853424	PBIOA018_A549_24H:O13
0.31777437502669126	REP.A003_A549_24H:C13
0.261346913184336	CPC005_A549_24H:BRD-K40965114-001-01-2:10
0.3431355535139661	CPC018_A549_24H:BRD-K08806317-050-03-6:10
0.514853288461121	REP.A003_A549_24H:L07
0.854869024783276	CPC013_A549_24H:BRD-K48016779-001-01-2:10
0.7420326623937563	CPC013_A549_24H:BRD-K51683034-001-01-4:10
0.8352497040162337	CPC013_A549_24H:BRD-K54159704-001-01-1:10
0.8836037445630863	CPC013_A549_24H:BRD-K72451865-001-01-5:10
0.41615045609760726	CPC009_A549_24H:BRD-K59754458-019-01-4:10
0.3460262840267472	CPC007_A549_24H:BRD-K24598397-001-09-2:10
0.05762338168416181	CPC007_A549_24H:BRD-K13046565-001-05-9:10
0.9304916218764343	CPC014_A549_24H:BRD-K17823458-001-01-6:10
0.06582301793814394	CPC006_A549_24H:BRD-K69840642-001-01-4:10
0.7411355153704704	REP.A028_A549_24H:N13
0.3781083044655872	CPC007_A549_24H:BRD-K91691979-001-06-5:10
0.9487807744991863	CPC010_A549_24H:BRD-K64881093-001-02-5:10
0.419602020934129	REP.A014_A549_24H:M19
0.8166083513547164	CPC010_A549_24H:BRD-K48969316-001-03-8:10
